preferred_ontology_term	MESH	UMLS	EFO	NCIT	OMIM	DOID	Orphanet	HP	MONDO	ICD-10	label
MONDO_0004713		C0432581				DOID_9125			MONDO_0004713	C03.1	lower gum cancer
MONDO_0000024									MONDO_0000024		"exostoses, multiple"
MONDO_0014426		C4014848			OMIM_615972				MONDO_0014426		nanophthalmos 4
MONDO_0004611		C0153376		NCIT_C3529		DOID_8578			MONDO_0004611	C05.1	soft palate cancer
MONDO_0004719		C0153375		NCIT_C3528		DOID_9149			MONDO_0004719	C05.0	hard palate cancer
MONDO_0023599		C0410536		NCIT_C121156					MONDO_0023599		mesomelic dysplasia
MONDO_0000446						DOID_0050767			MONDO_0000446		midface dysplasia
MONDO_0008871					OMIM_210710	DOID_0060608			MONDO_0008871	Q87.1	microcephalic osteodysplastic primordial dwarfism type I
MONDO_0021296		C0347184		NCIT_C4597					MONDO_0021296		carcinoma in situ of renal pelvis
MONDO_0003205		C1335748		NCIT_C6143		DOID_4918			MONDO_0003205		renal pelvis adenocarcinoma
MONDO_0003497		C0238409		NCIT_C7732		DOID_5534			MONDO_0003497		renal pelvis squamous cell carcinoma
MONDO_0018509		C1710111|CN237514		NCIT_C43534			Orphanet_423968		MONDO_0018509	C17.8|C17.3|C17.1|C17.2|C17.0	squamous cell carcinoma of the small intestine
MONDO_0003540						DOID_5603			MONDO_0003540	C91.5|C91.50	acute T cell leukemia
MONDO_0001737		C0343312		NCIT_C116814		DOID_13521			MONDO_0001737	A33	tetanus neonatorum
MONDO_0019084		C0400827					Orphanet_70475		MONDO_0019084	K62.7	radiation proctitis
MONDO_0024278		C0033247		NCIT_C77952					MONDO_0024278		proctocolitis
MONDO_0021207		C0267379							MONDO_0021207		Crohn jejunitis
MONDO_0100073									MONDO_0100073		methicillin-resistant staphylococcus aureus infectious disease
MONDO_0041879									MONDO_0041879		staphylococcus aureus pneumonia
MONDO_0017887		C3272295		NCIT_C100051			Orphanet_319314		MONDO_0017887	C64	renal cell carcinoma associated with neuroblastoma
MONDO_0017890		C4288091		NCIT_C126303			Orphanet_319325		MONDO_0017890	C64	tubulocystic renal cell carcinoma
MONDO_0001191		C0019575				DOID_11079			MONDO_0001191	B88.3	hirudiniasis
MONDO_0045031									MONDO_0045031		infectious diarrheal disease
MONDO_0002138		C0155178				DOID_1895			MONDO_0002138		allergic contact dermatitis of eyelid
MONDO_0044355		C0020499					Orphanet_178311		MONDO_0044355	M85.8	isolated sternocostoclavicular hyperostosis
MONDO_0018783		C1302753					Orphanet_477650		MONDO_0018783		fibroblastic rheumatism
MONDO_0003627		C0155579				DOID_5748			MONDO_0003627	I09.89	rheumatic pulmonary valve disease
MONDO_0042967		C0264765							MONDO_0042967		rheumatic disease of mitral valve
MONDO_0020477							Orphanet_99706		MONDO_0020477		progeria-associated arthropathy
MONDO_0019199		CN205782					Orphanet_79099		MONDO_0019199		interstitial granulomatous dermatitis with arthritis
MONDO_0025956									MONDO_0025956		ovarian remnant syndrome
MONDO_0004194		C1518743		NCIT_C40446		DOID_7347			MONDO_0004194		ovarian stromal hyperthecosis
MONDO_0017803		CN203766					Orphanet_314566		MONDO_0017803		primary progressive apraxia of speech
MONDO_0001987		C0154669				DOID_14524			MONDO_0001987		senile degeneration of brain
MONDO_0022308				NCIT_C129069					MONDO_0022308		corticobasal degeneration disorder
MONDO_0020708				NCIT_C133085					MONDO_0020708		brachial amyotrophic diplegia
MONDO_0044997		C0521655							MONDO_0044997		midbrain disease
MONDO_0001291		C0009592				DOID_11457			MONDO_0001291	G93.5	brain compression
MONDO_0002317		C0155503				DOID_2479			MONDO_0002317	H81.4|H81.49	central nervous system origin vertigo
MONDO_0003568		C0155307				DOID_5655			MONDO_0003568	H47.4	disorder of optic chiasm
MONDO_0000489						DOID_0050850			MONDO_0000489		diabetic encephalopathy
MONDO_0001863						DOID_14037			MONDO_0001863	Q25.2	aorta atresia
MONDO_0003127		C0936282				DOID_4766			MONDO_0003127		embryoma
MONDO_0002004						DOID_1460			MONDO_0002004	I75.81	atheroembolism of kidney
MONDO_0000639						DOID_0060102			MONDO_0000639		cartilage cancer
MONDO_0001238		C0272153		NCIT_C27069		DOID_11242			MONDO_0001238	P61.1	polycythemia neonatorum
MONDO_0002438						DOID_2834			MONDO_0002438	D75.1	acquired polycythemia
MONDO_0004563		C0856817		NCIT_C27311		DOID_8431			MONDO_0004563		physiological polycythemia
MONDO_0012823					OMIM_612232				MONDO_0012823		CRCS7
MONDO_0012822					OMIM_612231				MONDO_0012822		CRCS6
MONDO_0012821					OMIM_612230				MONDO_0012821		CRCS5
MONDO_0012952					OMIM_612590				MONDO_0012952		CRCS9
MONDO_0012951					OMIM_612589				MONDO_0012951		CRCS8
MONDO_0012673					OMIM_611469				MONDO_0012673		CRCS2
MONDO_0043079									MONDO_0043079		acute articular rheumatism
MONDO_0024280				NCIT_C26996					MONDO_0024280		polyarticular arthritis
MONDO_0014150		C3809278			OMIM_615369	DOID_0060475			MONDO_0014150		childhood onset epileptic encephalopathy
MONDO_0012338					OMIM_609750				MONDO_0012338		EIG4
MONDO_0012113					OMIM_608762				MONDO_0012113		EIG3
MONDO_0011753					OMIM_606972				MONDO_0011753		EIG2
MONDO_0011491					OMIM_604827				MONDO_0011491		EIG7
MONDO_0012760					OMIM_611934				MONDO_0012760		EIG5
MONDO_0003532		C1336027|C3812899		NCIT_C9134		DOID_5592			MONDO_0003532		breast papillary carcinoma
MONDO_0009850		C0266929			OMIM_260950				MONDO_0009850		"periodontitis, chronic, adult"
MONDO_0001251		C0392492				DOID_11269			MONDO_0001251	K04.5	chronic apical periodontitis
MONDO_0004080		C0280325		NCIT_C8186		DOID_7031			MONDO_0004080		glottis squamous cell carcinoma
MONDO_0002766		C0280328		NCIT_C8188		DOID_3752			MONDO_0002766		larynx verrucous carcinoma
MONDO_0002867		C0238337		NCIT_C3874		DOID_4073			MONDO_0002867		pancreatic cystadenocarcinoma
MONDO_0018535		C2064409					Orphanet_424982		MONDO_0018535	C22.1	biliary cystadenocarcinoma
MONDO_0003821		C1518691		NCIT_C39992		DOID_6232			MONDO_0003821		ovarian biphasic or triphasic teratoma
MONDO_0003936		C1328544		NCIT_C9135		DOID_6587			MONDO_0003936		invasive tubular breast carcinoma
MONDO_0017292		CN202865|C1708045|C1266047		NCIT_C45509			Orphanet_284395		MONDO_0017292	C34.3|C34.1|C34.8|C34.2	well-differentiated fetal adenocarcinoma of the lung
MONDO_0021175		C0019386		NCIT_C34697					MONDO_0021175		herpetic vulvovaginitis
MONDO_0003930		C1336089		NCIT_C6188		DOID_6571			MONDO_0003930		non-invasive bladder urothelial carcinoma
MONDO_0015042		CN197327					Orphanet_100021		MONDO_0015042	C90.3	primary plasmacytoma of the bone
MONDO_0015043		CN197328					Orphanet_100022		MONDO_0015043	C90.2	extramedullary soft tissue plasmacytoma
MONDO_0002754		C0278619		NCIT_C4002		DOID_3720			MONDO_0002754	C90.2|C90.20	extramedullary plasmacytoma
MONDO_0002755		C0272256		NCIT_C7812		DOID_3722			MONDO_0002755		solitary osseous plasmacytoma
MONDO_0018481		CN237469|C2188058		NCIT_C27422			Orphanet_418951		MONDO_0018481	C15.3|C15.5|C15.4|C15.8|C15.1|C15.0|C15.2	undifferentiated carcinoma of esophagus
MONDO_0016267							Orphanet_213721		MONDO_0016267	C50	undifferentiated carcinoma of the corpus uteri
MONDO_0021537		C0279748		NCIT_C8023					MONDO_0021537		undifferentiated carcinoma of nasopharynx
MONDO_0041086									MONDO_0041086		mixed anxiety and depressive disorder
MONDO_0011918					OMIM_607834				MONDO_0011918		anxiety
MONDO_0024888				NCIT_C4295					MONDO_0024888		mesonephric neoplasm
MONDO_0004924		C0155240				DOID_9936			MONDO_0004924	H04.42	chronic canaliculitis
MONDO_0003238		C1516404		NCIT_C40231		DOID_4995			MONDO_0003238		cervical adenomyoma
MONDO_0003236		C1300347		NCIT_C6895		DOID_4993			MONDO_0003236		atypical polypoid adenomyoma
MONDO_0003909		C1511049		NCIT_C40300		DOID_6518			MONDO_0003909		Bartholin gland adenomyoma
MONDO_0003237		C1336903		NCIT_C6338		DOID_4994			MONDO_0003237		adenomyoma of uterine corpus
MONDO_0002881		C1519914		NCIT_C40277		DOID_4117			MONDO_0002881		vaginal adenosarcoma
MONDO_0002162		C1517121		NCIT_C40125		DOID_1973			MONDO_0002162		fallopian tube adenosarcoma
MONDO_0002880		C1335169		NCIT_C7317		DOID_4115			MONDO_0002880		ovarian adenosarcoma
MONDO_0002876		CN201069|C1516426		NCIT_C40229		DOID_4111	Orphanet_213792		MONDO_0002876	C53.1|C53.8|C53.0	cervical adenosarcoma
MONDO_0000673						DOID_0060143			MONDO_0000673		integrative agnosia
MONDO_0000676						DOID_0060146			MONDO_0000676		phonagnosia
MONDO_0000674						DOID_0060144			MONDO_0000674		mirror agnosia
MONDO_0000681						DOID_0060151			MONDO_0000681		tactile agnosia
MONDO_0000680						DOID_0060150		HP_0010527	MONDO_0000680		astereognosia
MONDO_0000671						DOID_0060141		HP_0010525	MONDO_0000671		finger agnosia
MONDO_0000682						DOID_0060152			MONDO_0000682		time agnosia
MONDO_0003227				NCIT_C85031		DOID_4970		HP_0010528	MONDO_0003227	R48.3	prosopagnosia
MONDO_0000668						DOID_0060138			MONDO_0000668		autotopagnosia
MONDO_0000662		C0234497				DOID_0060132			MONDO_0000662		amusia
MONDO_0000663						DOID_0060133			MONDO_0000663		anosognosia
MONDO_0000661						DOID_0060131			MONDO_0000661		alexithymia
MONDO_0000660						DOID_0060130			MONDO_0000660		akinetopsia
MONDO_0000679						DOID_0060149			MONDO_0000679		social emotional agnosia
MONDO_0000678						DOID_0060148			MONDO_0000678		simultanagnosia
MONDO_0000677						DOID_0060147			MONDO_0000677		semantic agnosia
MONDO_0000685				NCIT_C35276		DOID_0060155		HP_0030222	MONDO_0000685		visual agnosia
MONDO_0001224		C0001309		NCIT_C34353		DOID_11203			MONDO_0001224	H10.1	Angelucci syndrome
MONDO_0000343						DOID_0050517			MONDO_0000343		Barmah forest virus disease
MONDO_0000342		C0276286				DOID_0050516			MONDO_0000342	A92.1	O'nyong'nyong fever
MONDO_0000282						DOID_0050199			MONDO_0000282		Whitewater Arroyo hemorrhagic fever
MONDO_0017872		CN203921|C4274433				DOID_0050202	Orphanet_319213		MONDO_0017872	A96.8	Lujo hemorrhagic fever
MONDO_0017878		C4274434|CN203927				DOID_0050198	Orphanet_319244		MONDO_0017878	A96.8	Chapare hemorrhagic fever
MONDO_0017874		C0019097				DOID_0050194	Orphanet_319223		MONDO_0017874	A96.0	Argentine hemorrhagic fever
MONDO_0017875		C0282192				DOID_0050195	Orphanet_319229		MONDO_0017875	A96.1	Bolivian hemorrhagic fever
MONDO_0017876		C0042470				DOID_0050196	Orphanet_319234		MONDO_0017876	A96.8	Venezuelan hemorrhagic fever
MONDO_0017877		C0343633				DOID_0050197	Orphanet_319239		MONDO_0017877	A96.8	Brazilian hemorrhagic fever
MONDO_0000297		C0277150|C0162626		NCIT_C128397		DOID_0050259			MONDO_0000297		baylisascariasis
MONDO_0018984		C0348974|CN205422|C0029307		NCIT_C128441		DOID_0050398	Orphanet_64692		MONDO_0018984	A44.0	Oroya fever
MONDO_0000229						DOID_0050042	Orphanet_101335		MONDO_0000229		Indian tick typhus
MONDO_0000230						DOID_0050043			MONDO_0000230		Israeli tick typhus
MONDO_0024473						DOID_0050041			MONDO_0024473		Astrakhan spotted fever
MONDO_0001972		C0302362				DOID_14456			MONDO_0001972	A23.0	Brucella melitensis brucellosis
MONDO_0001973						DOID_14457			MONDO_0001973	A23.1	Brucella abortus brucellosis
MONDO_0001857		C0494040				DOID_14019			MONDO_0001857	A23.3	Brucella canis brucellosis
MONDO_0001190						DOID_11076			MONDO_0001190		Brucella suis brucellosis
MONDO_0100074									MONDO_0100074		norovirus infectious disease
MONDO_0040728		C0275979							MONDO_0040728		Campylobacter fetus infectious disease
MONDO_0020767		C0007459		NCIT_C34453					MONDO_0020767		cauda equina syndrome with neurogenic bladder
MONDO_0021464		C0496859		NCIT_C4772					MONDO_0021464	D12.0	benign neoplasm of cecum
MONDO_0007719					OMIM_142340				MONDO_0007719		"diaphragmatic hernia, congenital 1"
MONDO_0010369		C1845116			OMIM_300589				MONDO_0010369		NYS5
MONDO_0010693		C1839580			OMIM_310700				MONDO_0010693		"nystagmus 1, congenital, X-linked"
MONDO_0013903		C3553801			OMIM_614826				MONDO_0013903		NYS7
MONDO_0010435		C3151752			OMIM_300814				MONDO_0010435		"nystagmus 6, congenital, X-linked"
MONDO_0000333		C0275859				DOID_0050488			MONDO_0000333		early congenital syphilis
MONDO_0016212		C4274225					Orphanet_210		MONDO_0016212	A07.3	cyclosporosis
MONDO_0044346		C0152068							MONDO_0044346		echinococcus granulosus infectious disease
MONDO_0000288						DOID_0050218			MONDO_0000288		polycystic echinococcosis
MONDO_0000292						DOID_0050250			MONDO_0000292		philophthalmiasis
MONDO_0000769						DOID_0060492			MONDO_0000769		chicken egg allergy
MONDO_0003400		C1333016		NCIT_C27364		DOID_5342			MONDO_0003400		childhood endodermal sinus tumor
MONDO_0016739		CN201987		NCIT_C7011			Orphanet_252006		MONDO_0016739		yolk sac tumor of central nervous system
MONDO_0023726		C1334683		NCIT_C6443					MONDO_0023726		mediastinal yolk sac tumor
MONDO_0002143		C1336945		NCIT_C6379		DOID_1910			MONDO_0002143		vaginal yolk sac tumor
MONDO_0003404		C1332221		NCIT_C27241		DOID_5348			MONDO_0003404		adult yolk sac tumor
MONDO_0000298		C0012482				DOID_0050260			MONDO_0000298		dioctophymiasis
MONDO_0001532		C0006897				DOID_12474			MONDO_0001532	B81.1	capillariasis
MONDO_0023071									MONDO_0023071		enterovirus antenatal infection
MONDO_0004806				NCIT_C34471		DOID_9502			MONDO_0004806		chronic eosinophilic pneumonia
MONDO_0001137		C0153066				DOID_10842			MONDO_0001137	A83.4	Murray valley encephalitis
MONDO_0001678		C0275911				DOID_13282			MONDO_0001678		intestinal tuberculosis
MONDO_0004189		C0152902				DOID_7332			MONDO_0004189		esophageal tuberculosis
MONDO_0040671		C0272060							MONDO_0040671		class V glucose-6-phosphate dehydrogenase deficiency
MONDO_0000284		C0242993				DOID_0050201			MONDO_0000284		"Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type"
MONDO_0022529		C1697878				DOID_0040086			MONDO_0022529		BK-virus nephropathy
MONDO_0000283						DOID_0050200			MONDO_0000283		"Hantavirus hemorrhagic fever with renal syndrome, Seoul virus type"
MONDO_0000346						DOID_0050522			MONDO_0000346		"Hantavirus hemorrhagic fever with renal syndrome, Dobrava-Belgrade virus type"
MONDO_0003769		C1333996		NCIT_C27341		DOID_6102			MONDO_0003769		herpetic gastritis
MONDO_0042971		C4275250							MONDO_0042971		congenital herpes virus infection
MONDO_0001642		C0019919				DOID_13134			MONDO_0001642	H00.01|H00.03	hordeolum externum
MONDO_0024305						DOID_12700			MONDO_0024305	E22.1	acquired hyperprolactinemia
MONDO_0000301		C0027034				DOID_0050268			MONDO_0000301		ophthalmomyiasis
MONDO_0004635		C0496769		NCIT_C9323		DOID_8660			MONDO_0004635	C13.0	postcricoid region cancer
MONDO_0004733		C0153400		NCIT_C3531		DOID_9235			MONDO_0004733	C12	pyriform sinus cancer
MONDO_0004637						DOID_8663			MONDO_0004637	C13.1	aryepiglottic fold cancer
MONDO_0024659		C3272833		NCIT_C96510					MONDO_0024659		colorectal Kaposi sarcoma
MONDO_0004698		C0685941				DOID_9024			MONDO_0004698	D01.4	intestine carcinoma in situ
MONDO_0000405		C0153445				DOID_0050688			MONDO_0000405		anal canal cancer
MONDO_0040922		C0275842							MONDO_0040922		latent early syphilis
MONDO_0020487		C0343528		NCIT_C128335		DOID_0050150	Orphanet_99748		MONDO_0020487	A48.2	Pontiac fever
MONDO_0007356				NCIT_C6725	OMIM_120435	DOID_0070271			MONDO_0007356		Lynch syndrome 1
MONDO_0001654		C0153603		NCIT_C3559		DOID_13169			MONDO_0001654	C63.1	spermatic cord cancer
MONDO_0001016		C0153602		NCIT_C3558		DOID_10366			MONDO_0001016	C63.0	epididymis cancer
MONDO_0021112		C0153604		NCIT_C3560					MONDO_0021112		scrotum cancer
MONDO_0004311		C1516284		NCIT_C39864		DOID_7632			MONDO_0004311		carcinoma of Cowper glands
MONDO_0020959		C0016089		NCIT_C34612					MONDO_0020959		Mansonella ozzardi infection
MONDO_0002972		C0153502				DOID_436			MONDO_0002972	C38.2	posterior mediastinum cancer
MONDO_0000797						DOID_0060522			MONDO_0000797		goat milk allergy
MONDO_0000796						DOID_0060521		HP_0100327	MONDO_0000796		cow milk allergy
MONDO_0037746		C1512974		NCIT_C40276					MONDO_0037746		malignant vaginal mixed epithelial and mesenchymal neoplasm
MONDO_0004156		C1335308		NCIT_C5713		DOID_7234			MONDO_0004156		pancreatic mucinous cystadenocarcinoma
MONDO_0002705		C1511318		NCIT_C40354		DOID_3609			MONDO_0002705		breast mucinous cystadenocarcinoma
MONDO_0002703		C1096639		NCIT_C5511		DOID_3607			MONDO_0002703		appendix mucinous cystadenocarcinoma
MONDO_0000539						DOID_0050924			MONDO_0000539		striated muscle rhabdoid tumor
MONDO_0004642		C0153385				DOID_8688			MONDO_0004642	C09.1	tonsillar pillar cancer
MONDO_0000299		C0344058				DOID_0050261			MONDO_0000299		thelaziasis
MONDO_0002855		C0431111		NCIT_C4716		DOID_4055			MONDO_0002855		ectomesenchymoma
MONDO_0001431		C0155302				DOID_1209			MONDO_0001431	H46.2	toxic or nutritional optic neuropathy
MONDO_0024335									MONDO_0024335		retrobulbar neuritis
MONDO_0001688		C0155303				DOID_13329			MONDO_0001688	H46.3	toxic optic neuropathy
MONDO_0001049		C0152107				DOID_10507			MONDO_0001049	I24.1	Dressler syndrome
MONDO_0023164		C0276139		NCIT_C128405					MONDO_0023164		viral pericarditis
MONDO_0024655		C0264747							MONDO_0024655		rheumatic pericarditis
MONDO_0000981		C0153279				DOID_10234			MONDO_0000981		Histoplasma pericarditis
MONDO_0002077						DOID_1677			MONDO_0002077	O44.0	low implantation of placenta
MONDO_0003129		C1333420		NCIT_C36053		DOID_4768			MONDO_0003129		epithelial predominant pulmonary blastoma
MONDO_0003128		C1332556		NCIT_C36054		DOID_4767			MONDO_0003128		classic pulmonary blastoma
MONDO_0042974		C0276324							MONDO_0042974		parainfluenza virus type 3 infectious disease
MONDO_0001501		C0585129		NCIT_C4832		DOID_12341			MONDO_0001501		retroperitoneal sarcoma
MONDO_0027029									MONDO_0027029		HHV-6 encephalitis
MONDO_0001123		C0008712		NCIT_C34480		DOID_10793			MONDO_0001123	J32.3	chronic sphenoidal sinusitis
MONDO_0044753		C0158288						HP_0004610	MONDO_0044753		lumbar spinal stenosis
MONDO_0002376		C0346424		NCIT_C4564		DOID_265			MONDO_0002376		spleen angiosarcoma
MONDO_0042484		C0276725							MONDO_0042484		disseminated sporotrichosis
MONDO_0001964		C0155440				DOID_14435			MONDO_0001964	H66.10	chronic tubotympanic suppurative otitis media
MONDO_0001920		C0271454		NCIT_C128386		DOID_14247			MONDO_0001920	H66.3	chronic purulent otitis media
MONDO_0001714		C0004945				DOID_13431			MONDO_0001714		bejel
MONDO_0018164		C1956395					Orphanet_357107		MONDO_0018164	G54.0	arterial thoracic outlet syndrome
MONDO_0018165		C1956396					Orphanet_357131		MONDO_0018165	G54.0	venous thoracic outlet syndrome
MONDO_0015061		C0751549					Orphanet_100073		MONDO_0015061	G54.0	neurogenic thoracic outlet syndrome
MONDO_0016266							Orphanet_213716		MONDO_0016266	C50	squamous cell carcinoma of the corpus uteri
MONDO_0003629		C1336921				DOID_5750			MONDO_0003629		uterine corpus serous adenocarcinoma
MONDO_0003698		C1336955		NCIT_C6982		DOID_5908			MONDO_0003698		penis verrucous carcinoma
MONDO_0002762		C1333470		NCIT_C27420		DOID_3747			MONDO_0002762		esophagus verrucous carcinoma
MONDO_0002761		C1516435		NCIT_C40190		DOID_3743			MONDO_0002761		cervical verrucous carcinoma
MONDO_0002758		C1336983		NCIT_C6383		DOID_3740			MONDO_0002758		vulva verrucous carcinoma
MONDO_0024267				NCIT_C34576					MONDO_0024267		epidemic encephalitis
MONDO_0003336		C0338418		NCIT_C35383		DOID_5222			MONDO_0003336		acute necrotizing encephalitis
MONDO_0000276		C0032858|C1563215				DOID_0050179			MONDO_0000276		Powassan encephalitis
MONDO_0000286		C0554114				DOID_0050204			MONDO_0000286		Epstein-Barr virus hepatitis
MONDO_0024354		C0276253		NCIT_C35360					MONDO_0024354		cytomegalovirus pneumonia
MONDO_0001067		C0275998		NCIT_C41352		DOID_10568			MONDO_0001067	A66.0|A66.6	early yaws
MONDO_0042452		C0343833							MONDO_0042452		tertiary lesion of yaws
MONDO_0040925		C0153240							MONDO_0040925		latent yaws
MONDO_0001066		C0276007|C1517744		NCIT_C41354		DOID_10567			MONDO_0001066	A66.4|A66.1	late yaws
MONDO_0008866					OMIM_210400				MONDO_0008866		"bifid nose, autosomal recessive"
MONDO_0022316									MONDO_0022316		hair defect with photosensitivity and intellectual disability syndrome
MONDO_0009356					OMIM_236400				MONDO_0009356		autosomal recessive humeroradial synostosis
MONDO_0017959		CN204109				DOID_0050553	Orphanet_324999		MONDO_0017959		JMP syndrome
MONDO_0014614		C4225345			OMIM_616389	DOID_0110714			MONDO_0014614		congenital stationary night blindness 1G
MONDO_0002014		C0268340				DOID_14759			MONDO_0002014		"autosomal recessive Ehlers-Danlos syndrome, vascular type"
MONDO_0017680		CN203567					Orphanet_308041		MONDO_0017680		autosomal recessive disease associated with punctate palmoplantar keratoderma as a major feature
MONDO_0009572					OMIM_249100				MONDO_0009572		autosomal recessive familial Mediterranean fever
MONDO_0014516		C4015388			OMIM_616171	DOID_0080106			MONDO_0014516		microcephaly and chorioretinopathy 2
MONDO_0009715		C0751360			OMIM_255700				MONDO_0009715		"myotonia congenita, autosomal recessive"
MONDO_0014219		C3809738			OMIM_615510				MONDO_0014219		"alacrima, achalasia, and mental retardation syndrome"
MONDO_0018218		CN204742					Orphanet_363969		MONDO_0018218	G31.8	autosomal recessive cerebral atrophy
MONDO_0041154									MONDO_0041154		disease of neck of urinary bladder
MONDO_0004160		C0038437		NCIT_C35042		DOID_724			MONDO_0004160		female stress incontinence
MONDO_0001446		C0489967				DOID_12144			MONDO_0001446		low compliance bladder
MONDO_0001447		C0341747				DOID_12145		HP_0025488	MONDO_0001447		detrusor sphincter dyssynergia
MONDO_0004272		C0152793				DOID_754			MONDO_0004272	A18.12	urinary bladder tuberculosis
MONDO_0021289		C0347126		NCIT_C4594					MONDO_0021289		carcinoma in situ of cecum
MONDO_0002287		C0268837		NCIT_C39860		DOID_2392			MONDO_0002287		glandular cystitis
MONDO_0001120		C0008683		NCIT_C34473		DOID_10790			MONDO_0001120	J32.1	chronic frontal sinusitis
MONDO_0004757		C0008681		NCIT_C34472		DOID_9312			MONDO_0004757	J32.2	chronic ethmoidal sinusitis
MONDO_0001122		C0008698		NCIT_C34477		DOID_10792			MONDO_0001122	J32.0	chronic maxillary sinusitis
MONDO_0001732		C1261278		NCIT_C123175		DOID_13507			MONDO_0001732	N30.3	trigonitis
MONDO_0004112		C0156270		NCIT_C123174		DOID_7127			MONDO_0004112	N30.4	radiation cystitis
MONDO_0001681		C0152954				DOID_13306			MONDO_0001681	A36.85	diphtheritic cystitis
MONDO_0023073		C0742965							MONDO_0023073		eosinophilic cryptitis
MONDO_0004118		C0152262		NCIT_C96230		DOID_7138			MONDO_0004118		cystitis cystica
MONDO_0000496		C0085692		NCIT_C114666		DOID_0050859			MONDO_0000496		hemorrhagic cystitis
MONDO_0030706		C0341733		NCIT_C35405					MONDO_0030706		Trichomonas cystitis
MONDO_0013585		C3279899			OMIM_614120				MONDO_0013585		hydrolethalus syndrome 2
MONDO_0004274		C1513365		NCIT_C40364		DOID_7541			MONDO_0004274		mixed epithelial/mesenchymal metaplastic breast carcinoma
MONDO_0003462		C1377850		NCIT_C8986		DOID_5479			MONDO_0003462		papillary adenofibroma
MONDO_0003460				NCIT_C8987		DOID_5477			MONDO_0003460		clear cell adenofibroma
MONDO_0003458		C1336901		NCIT_C6337		DOID_5475			MONDO_0003458		uterine corpus adenofibroma
MONDO_0002398		C0334499		NCIT_C8978		DOID_2700			MONDO_0002398		mucinous adenofibroma
MONDO_0003555		C1511050		NCIT_C40296		DOID_5630			MONDO_0003555		Bartholin gland adenosquamous carcinoma
MONDO_0003550		C2063886		NCIT_C27421		DOID_5625			MONDO_0003550		esophageal adenosquamous carcinoma
MONDO_0003548		C1510796		NCIT_C40361		DOID_5623			MONDO_0003548		adenosquamous breast carcinoma
MONDO_0004477		C1332176		NCIT_C7646		DOID_8140			MONDO_0004477		adrenal gland ganglioneuroblastoma
MONDO_0004132		C1332262		NCIT_C7469		DOID_7177	Orphanet_424019		MONDO_0004132	C21.1	anal canal squamous cell carcinoma
MONDO_0004087		C1332463		NCIT_C7266		DOID_7045			MONDO_0004087		basaloid large cell lung carcinoma
MONDO_0003486		C1266005		NCIT_C54244		DOID_5522			MONDO_0003486		basaloid squamous cell carcinoma
MONDO_0003444		C1331535		NCIT_C7126		DOID_5437			MONDO_0003444		intrahepatic bile duct adenoma
MONDO_0003420		C0334285		NCIT_C4129		DOID_5384			MONDO_0003420		bile duct cystadenoma
MONDO_0003445		C1331534		NCIT_C5857		DOID_5438			MONDO_0003445		extrahepatic bile duct adenoma
MONDO_0000615						DOID_0060077			MONDO_0000615		progesterone-receptor positive breast cancer
MONDO_0004552		C1333370		NCIT_C36094		DOID_8409			MONDO_0004552		microinvasive cervical squamous cell carcinoma
MONDO_0004413		C1518366		NCIT_C40188		DOID_7961			MONDO_0004413		cervical non-keratinizing squamous cell carcinoma
MONDO_0004296		C1516418		NCIT_C40193		DOID_7598			MONDO_0004296		cervical lymphoepithelioma-like carcinoma
MONDO_0003554		C1333082		NCIT_C5491		DOID_5629			MONDO_0003554		adenosquamous colon carcinoma
MONDO_0056817		C1709865		NCIT_C43594					MONDO_0056817		rectal adenosquamous carcinoma
MONDO_0018513		CN237518|C1333100		NCIT_C5490		DOID_5519	Orphanet_423994		MONDO_0018513	C18.0|C18.9|C18.2|C18.5|C18.7|C18.6|C18.8|C18.4|C18.3	squamous cell carcinoma of colon
MONDO_0004142		C1333122		NCIT_C7267		DOID_7207			MONDO_0004142		lung combined large cell neuroendocrine carcinoma
MONDO_0003438		C1333125		NCIT_C9137		DOID_5421			MONDO_0003438		combined small cell lung carcinoma
MONDO_0002931		C0878693				DOID_4250			MONDO_0002931	H11.82	conjunctivochalasis
MONDO_0001534		C0155169				DOID_1248			MONDO_0001534		ocular hyperemia
MONDO_0044915		C1301194		NCIT_C5904					MONDO_0044915		salivary duct carcinoma
MONDO_0045059						DOID_5675			MONDO_0045059		cribriform carcinoma of breast
MONDO_0003219		C1332166		NCIT_C9296		DOID_4944			MONDO_0003219		gastroesophageal junction adenocarcinoma
MONDO_0003991		C1336962		NCIT_C27846		DOID_6777			MONDO_0003991		villoglandular endometrial endometrioid adenocarcinoma
MONDO_0004175		C1513711		NCIT_C8717		DOID_7293			MONDO_0004175		mucin-rich endometrial endometrioid adenocarcinoma
MONDO_0004174		C1336907		NCIT_C27839		DOID_7289			MONDO_0004174		secretory uterine corpus endometrioid adenocarcinoma
MONDO_0004220		C1336913		NCIT_C27850		DOID_7436			MONDO_0004220		endometrial endometrioid adenocarcinoma with spindled epithelial cells
MONDO_0004019		C1518768		NCIT_C27849		DOID_6865			MONDO_0004019		oxyphilic endometrial endometrioid adenocarcinoma
MONDO_0004085		C1333024		NCIT_C6102		DOID_7041			MONDO_0004085		choroid epithelioid cell melanoma
